b49d77ba44b24fe6d69f6bbe75139b3b5dc23075,DELETE,regular-file,venv/bin/Activate.ps1,9033,
e87101a6aa0b66bfeef54e99f890d14ca96ff1bc,DELETE,regular-file,venv/bin/activate,2052,
180f113a4db9c693f571fe462b80429672630ba5,DELETE,regular-file,venv/bin/activate.csh,930,
870c5a3701948dd626169828f6e0af4c436b0a2b,DELETE,regular-file,venv/bin/activate.fish,2209,
f268b03b3f5401843f2bf13cbdbf84dd7395256e,DELETE,executable,venv/bin/flask,239,
14a3ae50692f6f21fe6b965b6974dc636e1c0763,DELETE,executable,venv/bin/pip,252,
14a3ae50692f6f21fe6b965b6974dc636e1c0763,DELETE,executable,venv/bin/pip3,252,
14a3ae50692f6f21fe6b965b6974dc636e1c0763,DELETE,executable,venv/bin/pip3.12,252,
7ae5fe3d157d70144c5a14b252836f2e5c8ba9aa,DELETE,symlink,venv/bin/python,42,
d8654aa0e2f2f3c1760e0fcbcbb52c1c5941fba7,DELETE,symlink,venv/bin/python3,6,
d8654aa0e2f2f3c1760e0fcbcbb52c1c5941fba7,DELETE,symlink,venv/bin/python3.12,6,
a1b589e38a32041e49332e5e81c2d363dc418d68,DELETE,regular-file,venv/lib/python3.12/site-packages/MarkupSafe-3.0.2.dist-info/INSTALLER,4,
9d227a0cc43c3268d15722b763bd94ad298645a1,DELETE,regular-file,venv/lib/python3.12/site-packages/MarkupSafe-3.0.2.dist-info/LICENSE.txt,1475,
82261f2a4657ed8938325e2f449c1d6cbd4ea7fc,DELETE,regular-file,venv/lib/python3.12/site-packages/MarkupSafe-3.0.2.dist-info/METADATA,3975,
b7ba0b7bb80fd0875017e64854d731956e03a829,DELETE,regular-file,venv/lib/python3.12/site-packages/MarkupSafe-3.0.2.dist-info/RECORD,1107,
057fef6790745425ef96bcdacf17bbdaec580d03,DELETE,regular-file,venv/lib/python3.12/site-packages/MarkupSafe-3.0.2.dist-info/WHEEL,151,
75bf729258f9daef77370b6df1a57940f90fc23f,DELETE,regular-file,venv/lib/python3.12/site-packages/MarkupSafe-3.0.2.dist-info/top_level.txt,11,
a1b589e38a32041e49332e5e81c2d363dc418d68,DELETE,regular-file,venv/lib/python3.12/site-packages/blinker-1.9.0.dist-info/INSTALLER,4,
79c9825adbacb5d8c6eaee51863b8a40051d97c8,DELETE,regular-file,venv/lib/python3.12/site-packages/blinker-1.9.0.dist-info/LICENSE.txt,1054,
6d343f57186f8f33f9fd6db264448a753de6e980,DELETE,regular-file,venv/lib/python3.12/site-packages/blinker-1.9.0.dist-info/METADATA,1633,
7cfb7148a3e93ba8785ae645fc9584a2f9f1ae16,DELETE,regular-file,venv/lib/python3.12/site-packages/blinker-1.9.0.dist-info/RECORD,832,
e3c6feefa22927866e3fd5575379ea972b432aaf,DELETE,regular-file,venv/lib/python3.12/site-packages/blinker-1.9.0.dist-info/WHEEL,82,
1772fa4a543b0288f03d60050f222ed64a83ece0,DELETE,regular-file,venv/lib/python3.12/site-packages/blinker/__init__.py,317,
191e1fa39babbd55d86adabe07ae408444fedbb0,DELETE,regular-file,venv/lib/python3.12/site-packages/blinker/__pycache__/__init__.cpython-312.pyc,494,
7ad1cc5b9bae6098b8fdcd2bd9141ff4d6ce59ec,DELETE,regular-file,venv/lib/python3.12/site-packages/blinker/__pycache__/_utilities.cpython-312.pyc,2721,
a948ee592dc3956d3b1b3ecfbd7a546d110c58d1,DELETE,regular-file,venv/lib/python3.12/site-packages/blinker/__pycache__/base.cpython-312.pyc,21995,
000c902a2564d2d4a551edb646a9d654d9e7041b,DELETE,regular-file,venv/lib/python3.12/site-packages/blinker/_utilities.py,1675,
d051b94a32f5eecd9f32853d6eaebcca6c7133f6,DELETE,regular-file,venv/lib/python3.12/site-packages/blinker/base.py,19132,
e69de29bb2d1d6434b8b29ae775ad8c2e48c5391,DELETE,regular-file,venv/lib/python3.12/site-packages/blinker/py.typed,0,
a1b589e38a32041e49332e5e81c2d363dc418d68,DELETE,regular-file,venv/lib/python3.12/site-packages/click-8.1.8.dist-info/INSTALLER,4,
d12a849186982399c537c5b9a8fd77bf2edd5eab,DELETE,regular-file,venv/lib/python3.12/site-packages/click-8.1.8.dist-info/LICENSE.txt,1475,
366d1a7e4f2651984c09a4c304afb9c0be06627c,DELETE,regular-file,venv/lib/python3.12/site-packages/click-8.1.8.dist-info/METADATA,2263,
096e7aa4f1a23392c5bd68f6ba5d9dda129059d5,DELETE,regular-file,venv/lib/python3.12/site-packages/click-8.1.8.dist-info/RECORD,2406,
e3c6feefa22927866e3fd5575379ea972b432aaf,DELETE,regular-file,venv/lib/python3.12/site-packages/click-8.1.8.dist-info/WHEEL,82,
2610d0e1422dd5021a7d5ff2e78992dece7cdc8f,DELETE,regular-file,venv/lib/python3.12/site-packages/click/__init__.py,3188,
4c241af2b2b49d9123fa9816275db103a4b0f63e,DELETE,regular-file,venv/lib/python3.12/site-packages/click/__pycache__/__init__.cpython-312.pyc,2733,
e6b9c6bf8d78ad614a85786ea6d5d96b1bca2e9a,DELETE,regular-file,venv/lib/python3.12/site-packages/click/__pycache__/_compat.cpython-312.pyc,27447,
30339f9e91fe8e8cb1f823a8d38754ab865eef38,DELETE,regular-file,venv/lib/python3.12/site-packages/click/__pycache__/_termui_impl.cpython-312.pyc,30633,
51b3d36bb07275454234f72e0c592bbef917ebd5,DELETE,regular-file,venv/lib/python3.12/site-packages/click/__pycache__/_textwrap.cpython-312.pyc,2445,
d6e22770c61ed1aefb781e16c111d58d11a64d23,DELETE,regular-file,venv/lib/python3.12/site-packages/click/__pycache__/_winconsole.cpython-312.pyc,11981,
185d6d03486f861a13ac58d1b4b209f6ae55b5d2,DELETE,regular-file,venv/lib/python3.12/site-packages/click/__pycache__/core.cpython-312.pyc,135953,
726af60f5110d897241a9ab126f5545bce34676a,DELETE,regular-file,venv/lib/python3.12/site-packages/click/__pycache__/decorators.cpython-312.pyc,24721,
6f233a3fd12c8536f7bdb8ff8fc6674b3f4cbf7f,DELETE,regular-file,venv/lib/python3.12/site-packages/click/__pycache__/exceptions.cpython-312.pyc,14879,
8e25c3bb99ae2455abdb45c9040fc57360f96171,DELETE,regular-file,venv/lib/python3.12/site-packages/click/__pycache__/formatting.cpython-312.pyc,14128,
550b271aeeb92cc14bfbc4a044d292b21981fee1,DELETE,regular-file,venv/lib/python3.12/site-packages/click/__pycache__/globals.cpython-312.pyc,3112,
a13a44b70cd7c7e5cbc47b0eb121ea9c21a83404,DELETE,regular-file,venv/lib/python3.12/site-packages/click/__pycache__/parser.cpython-312.pyc,21504,
dfb2ecd15a92b29050da99c79d36760efd812df9,DELETE,regular-file,venv/lib/python3.12/site-packages/click/__pycache__/shell_completion.cpython-312.pyc,22901,
98cd2b8be59791172009daacd9ce1f6fda67a781,DELETE,regular-file,venv/lib/python3.12/site-packages/click/__pycache__/termui.cpython-312.pyc,32788,
63fd7027df9863442f85b021159c9962b55dbb45,DELETE,regular-file,venv/lib/python3.12/site-packages/click/__pycache__/testing.cpython-312.pyc,24771,
df1da3b5f266198a013794087b8f523ed5ac2689,DELETE,regular-file,venv/lib/python3.12/site-packages/click/__pycache__/types.cpython-312.pyc,49463,
001d3b233c983cc8dc8e18c8eb22ea88b98ada3f,DELETE,regular-file,venv/lib/python3.12/site-packages/click/__pycache__/utils.cpython-312.pyc,26370,
9153d150ce67a708f920fcf9c606970fc061f816,DELETE,regular-file,venv/lib/python3.12/site-packages/click/_compat.py,18730,
ad9f8f6c935568bbea49d73747dda687c6f4da5e,DELETE,regular-file,venv/lib/python3.12/site-packages/click/_termui_impl.py,24783,
b47dcbd4264e86715adfae1c5124c288b67a983e,DELETE,regular-file,venv/lib/python3.12/site-packages/click/_textwrap.py,1353,
6b20df315b23ecd1e3d0ec32c11c0b5ced577efe,DELETE,regular-file,venv/lib/python3.12/site-packages/click/_winconsole.py,7860,
e6305011adf3f7450fa1e9392147e52b8acf2b0c,DELETE,regular-file,venv/lib/python3.12/site-packages/click/core.py,114748,
bcf8906e7098a3cf82bdd87855c410e86f4f4279,DELETE,regular-file,venv/lib/python3.12/site-packages/click/decorators.py,18925,
0b8315166ea2594f89b18e8d6dbdff2929b3ae18,DELETE,regular-file,venv/lib/python3.12/site-packages/click/exceptions.py,9600,
ddd2a2f825f206164eb9efb0a5c41528365beb85,DELETE,regular-file,venv/lib/python3.12/site-packages/click/formatting.py,9706,
191e712dbddc442d18c8addbaf6fff74ad9055e7,DELETE,regular-file,venv/lib/python3.12/site-packages/click/globals.py,1954,
600b8436d7c1e833cb3c5efea898b42d15d920c0,DELETE,regular-file,venv/lib/python3.12/site-packages/click/parser.py,19067,
e69de29bb2d1d6434b8b29ae775ad8c2e48c5391,DELETE,regular-file,venv/lib/python3.12/site-packages/click/py.typed,0,
07d0f09bac38f7deca2514e7e33c177577e8102f,DELETE,regular-file,venv/lib/python3.12/site-packages/click/shell_completion.py,18636,
c084f196525c9985084b631504586f23b18e8635,DELETE,regular-file,venv/lib/python3.12/site-packages/click/termui.py,28310,
772b2159ccd95d29d8d940fc818d3bb1d2610cbf,DELETE,regular-file,venv/lib/python3.12/site-packages/click/testing.py,16282,
a70fd58ce202974a1aef37fc1db73c2ee39c7491,DELETE,regular-file,venv/lib/python3.12/site-packages/click/types.py,36422,
836c6f21a09c948897ed8a34e46aaedc6710b134,DELETE,regular-file,venv/lib/python3.12/site-packages/click/utils.py,20330,
a1b589e38a32041e49332e5e81c2d363dc418d68,DELETE,regular-file,venv/lib/python3.12/site-packages/flask-3.1.0.dist-info/INSTALLER,4,
9d227a0cc43c3268d15722b763bd94ad298645a1,DELETE,regular-file,venv/lib/python3.12/site-packages/flask-3.1.0.dist-info/LICENSE.txt,1475,
c49ceb9ad50ec256f3752ac79b971330347f86ae,DELETE,regular-file,venv/lib/python3.12/site-packages/flask-3.1.0.dist-info/METADATA,2718,
390d48807907a8b3f3db46f3217ba15439b4bdce,DELETE,regular-file,venv/lib/python3.12/site-packages/flask-3.1.0.dist-info/RECORD,3712,
e69de29bb2d1d6434b8b29ae775ad8c2e48c5391,DELETE,regular-file,venv/lib/python3.12/site-packages/flask-3.1.0.dist-info/REQUESTED,0,
e3c6feefa22927866e3fd5575379ea972b432aaf,DELETE,regular-file,venv/lib/python3.12/site-packages/flask-3.1.0.dist-info/WHEEL,82,
